正文 nz
为 p
洋人 n
服务 vn
… x
… x
” x
她 r
犹豫 a
了 ul
一下 m
， x
说 v
： x
“ x
我 r
能 v
不能 v
和 c
你 r
一块 m
走 v
？ x
我 r
一个 m
人 n
不敢 d
上路 ns
… x
… x
” x
我 r
犹豫 a
了 ul
一下 m
， x
说 v
： x
“ x
可以 c
… x
… x
” x
她 r
跑 v
到 v
里间 f
给 p
她 r
一块 m
来 v
的 uj
人 n
打 v
了 ul
招呼 v
， x
就 d
出来 v
提起 v
她 r
的 uj
小 n
提兜 n
， x
和 c
我 r
一块 m
下 f
了 ul
楼 n
。 x
我 r
和 c
这位 rz
阴生 n
的 uj
姑娘 n
骑 v
着 uz
车 n
， x
在 p
人迹 n
稀疏 a
的 uj
街道 n
上 f
走 v
着 uz
。 x
我 r
问 v
她 r
： x
“ x
你 r
是 v
第一 m
回来 v
这里 r
吗 y
？ x
” x
“ x
是 v
的 uj
。 x
” x
她 r
说 v
， x
“ x
我 r
最近 f
心里 s
不 d
痛快 a
， x
我 r
闪 v
一块 m
的 uj
一个 m
大姐 n
就 d
带 v
我 r
来 v
这里 r
解闷 v
， x
她 r
说 v
跳 v
迪斯科 nr
能 v
把 p
一切 r
不 d
痛快 a
都 d
忘 v
了 ul
。 x
可 v
我 r
一来 d
， x
吓 v
得 ud
连看 a
都 d
不敢 d
看 v
… x
… x
你 r
也 d
是 v
第一 m
回来 v
吧 y
？ x
” x
她 r
问 v
我 r
。 x
我 r
只好 d
说 v
： x
“ x
嗯 e
， x
我 r
也 d
是 v
由于 c
不 d
痛快 a
… x
… x
” x
“ x
你们 r
是 v
文化 n
人 n
， x
有 v
那么 r
好 a
的 uj
工作 vn
， x
社会 n
地位 n
又 d
高 a
， x
有 v
什么 r
不 d
痛快 a
的 uj
！ x
不 d
像 v
我们 r
， x
当 t
个 q
服务员 n
， x
端茶 n
送饭 v
， x
谁 r
也 d
看不起 v
！ x
” x
“ x
西华饭店 x
的 uj
服务员 n
可 v
非同一般 l
！ x
” x
我 r
说 v
。 x
“ x
照样 d
还是 c
侍候 n
人 n
的 uj
！ x
我 r
原来 d
， x
和 c
我 r
一个 m
餐厅 n
的 uj
， x
后来 t
考上 v
了 ul
大学 n
， x
就 d
看不起 v
咱 r
这个 r
端 v
饭 n
的 uj
了 ul
， x
另 r
找 v
了 ul
一个 m
大学生 n
… x
… x
现在 t
是 v
大学生 n
吃香 v
… x
… x
” x
她 r
竟然 d
给 p
我 r
说起 v
了 ul
这些 r
。 x
我 r
一下子 m
沉默 a
了 ul
― x
― x
她 r
的 uj
不 a
痛快 a
原来 d
是 v
这样 r
。 x
不知 v
为什么 r
， x
这个 r
姑娘 n
的话 u
使 v
我 r
心里 s
有点 n
不好受 a
。 x
某种程度 v
上 f
， x
我 r
像 v
他 r
一样 r
， x
都 d
被 p
别人 r
甩 v
了 ul
。 x
而 c
另外 c
一方面 mq
， x
我 r
又 d
和 c
他 r
的 uj
男朋友 n
一样 r
， x
也 d
甩掉 v
了 ul
别人 r
… x
… x
我 r
不知 v
怎样 r
再 d
和 c
这个 r
陌生人 n
对话 n
了 ul
。 x
只好 d
说 v
： x
“ x
你 r
也 d
可以 c
自己 r
学 n
， x
在 p
知识 v
上 f
撵 v
上 f
他们 r
， x
这 r
也许 d
是 v
最好 a
的 uj
报复 v
办法 n
… x
… x
” x
“ x
我 r
现在 t
就学 v
电 n
大 a
文科 nz
， x
只是 c
基础 n
差 a
， x
跟不上 v
课程 n
进度 d
… x
… x
你 r
一定 d
文化 n
程度 n
很 d
高 a
吧 y
？ x
你们 r
那种 r
单位 n
都 d
是 v
大 a
知识分子 n
！ x
” x
她 r
在 p
车上 s
扭头 v
看 v
了 ul
看 v
我 r
， x
有点 n
不好意思 a
地 uv
说 v
： x
“ x
你 r
能 v
不能 v
帮助 v
一下 m
咱 r
呢 y
？ x
” x
“ x
我 r
？ x
” x
我 r
一下 m
不知 v
该 r
怎样 r
回答 v
她 r
。 x
“ x
你 r
不是 c
说 v
你 r
常 d
来 v
我们 r
饭店 n
饭 n
吗 y
？ x
捎 v
着 uz
就 d
能 v
给 p
我 r
辅导 vn
… x
… x
你 r
吃饭 v
不要 df
排队 n
， x
我 r
给 p
你 r
从 p
里边 f
端 v
！ x
” x
她 r
竟然 d
认真 ad
起来 v
了 ul
。 x
我 r
不知 v
该 r
怎办 l
， x
只好 d
胡里胡涂 nr
答应 v
了 ul
她 r
… x
… x
从 p
这天 r
以后 f
， x
我 r
就 d
又 d
认识 v
了 ul
这个 r
叫 v
赵燕 nr
的 uj
姑娘 n
。 x
我 r
几乎 d
隔 v
一两天 m
就 d
去 v
西华饭店 x
给 p
她 r
辅导 vn
功课 n
。 x
不知 v
为什么 r
， x
我 r
很 d
乐意 n
这个 r
自找 v
的 uj
差事 n
， x
也许 d
这样 r
能 v
稍微 d
填充 v
一下 m
我 r
的 uj
空虚 n
的 uj
精神 n
世界 n
。 x
我 r
非常 d
认真 ad
地 uv
帮助 v
这个 r
纯补 b
天 n
真的 d
女孩子 n
学习 v
。 x
她 r
对 p
我 r
非常 d
尊敬 v
， x
叫 v
我 r
薛 nr
教师 n
。 x
我 r
感到 v
了 ul
一种 m
友谊 nr
和 c
温暖 an
。 x
由于 c
赵燕 nr
对 p
我 r
的 uj
尊敬 v
， x
使 v
我 r
觉得 v
自己 r
的 uj
一头 m
长发 nz
实在 v
丢人 v
， x
就 d
到 v
理发馆 n
剪掉 v
了 ul
。 x
那 r
副 b
蛤蟆镜 n
也 d
扔掉 v
了 ul
。 x
我 r
愿意 v
和 c
赵燕 nr
的 uj
这种 r
友谊 nr
长久 d
地 uv
存在 v
下去 t
… x
… x
但是 c
有 v
一天 m
晚饭 n
后 f
， x
她 r
一 m
见 v
我 r
， x
就 d
极其 d
兴奋 v
地 uv
告诉 v
我 r
， x
今天上午 nr
， x
她 r
原来 d
的 uj
那个 r
男朋友 n
突然 ad
来 v
找 v
她 r
， x
说要 v
和 c
她 r
恢复 v
关系 n
… x
… x
他 r
说 v
那个 r
女 b
大学生 n
把 p
他 r
甩 v
了 ul
… x
… x
他 r
请 v
她 r
原谅 nr
， x
并且 c
发誓 v
咒要 v
和 c
一辈子 m
好 a
… x
… x
我 r
问 v
赵燕 nr
： x
“ x
你 r
原谅 nr
他 r
了 ul
吗 y
？ x
” x
“ x
原谅 nr
了 ul
… x
… x
” x
她 r
说 v
， x
“ x
人 n
都 d
会 v
有 v
过失 v
的 uj
。 x
不管怎样 l
， x
我 r
心里 s
一直 d
爱 v
他 r
… x
… x
” x
两行 j
泪水 n
挂在 v
了 ul
她 r
的 uj
脸上 s
。 x
她 r
用 p
手 n
揩 v
了 ul
揩 v
脸 n
， x
说 v
： x
“ x
我 r
对 p
他 r
说 v
了 ul
这 r
一段 m
你 r
对 p
我 r
的 uj
帮助 v
， x
他 r
说 v
他 r
很 d
想 v
认识 v
你 r
， x
和 c
你 r
交朋友 n
… x
… x
” x
我 r
真诚地 i
为 p
赵燕 nr
高兴 b
― x
― x
愿 v
她 r
的 uj
幸福 a
天长日久 i
… x
… x
但 c
我 r
想 v
， x
从 p
这个 r
晚上 t
后 f
， x
我 r
再 d
不会 v
来 v
这里 r
了 ul
。 x
赵燕 nr
的 uj
功课 n
将 d
会 v
有 v
另 r
一个 m
人 n
来 v
辅导 vn
。 x
我 r
不 d
应该 v
再 d
来 v
这里 r
了 ul
， x
以免 c
她 r
的 uj
男朋友 n
产生误会 l
― x
― x
这种 r
误会 n
在 p
恋爱 v
的 uj
青年人 n
中间 f
极容易 d
产生 n
。 x
当 p
我 r
离开 v
西华饭店 x
的 uj
时候 n
， x
鼻根 n
不由得 d
有点 n
发酸 n
。 x
我 r
突然 ad
听见 v
有个 r
熟悉 v
的 uj
声音 n
似乎 d
在 p
远方 s
亲切 a
地 uv
呼唤 nr
着 uz
我 r
的 uj
名字 n
… x
… x
我 r
在 p
大街 ns
上 f
的 uj
人流 n
中 f
急速 d
地 uv
走 v
着 uz
， x
夏夜 t
温热 a
的 uj
风 n
爱抚 nr
地 uv
摇动 v
着 uz
街上 s
的 uj
树叶 n
， x
亲吻 n
着 uz
行人 n
的 uj
脸颊 n
。 x
黄昏 t
来临 v
后 f
， x
自行车 n
的 uj
高峰 nr
也 d
过去 t
了 ul
， x
街道 n
上 f
清爽 a
了 ul
许多 m
。 x
我 r
随意 d
走 v
着 uz
， x
不知不觉 i
竟然 d
来到 v
了 ul
人民 n
剧院 n
的 uj
大门口 ns
。 x
这里 r
像 v
通常 d
那样 r
挤 v
着 uz
许多 m
人 n
。 x
我 r
看 v
了 ul
看 v
广告 n
。 x
知道 v
是 v
省 n
乐团 n
在 p
演出 v
交响乐 n
。 x
我 r
已经 d
很 zg
长时间 l
没 v
来 v
光顾 v
这个 r
令人 nrt
喜爱 v
的 uj
地方 n
了 ul
。 x
我 r
想起 v
了 ul
和 c
贺敏 x
一块 m
看 v
《 x
甘地传 x
》 x
的 uj
情影 n
… x
… x
那 r
时候 n
心情 n
是 v
多么 r
快活 d
。 x
谁 r
能 v
想到 v
， x
后来 t
事情 n
会 v
发展 vn
到 v
了 ul
这样 r
一种 m
地步 n
呢 y
？ x
过去 t
的 uj
就让 v
它 r
过去 t
吧 y
！ x
我 r
现在 t
还是 c
我 r
。 x
我 r
看 v
了 ul
看表 v
， x
还 d
没有 v
演 v
。 x
我 r
现在 t
很 d
想 v
去 v
听 v
这个 r
音乐会 nt
― x
― x
尽管 c
省 n
乐团 n
一般说来 l
， x
不 d
可能 v
演奏 v
高水平 nr
的 uj
乐章 nr
。 x
交响乐 n
在 p
这个 r
城市 ns
才 d
刚刚开始 nr
兴起 v
。 x
一般 a
年纪 t
大 a
的 uj
人 n
不 d
来 v
听 v
， x
他们 r
宁愿 d
不厌其烦 i
地 uv
去 v
看 v
那些 r
老掉牙 l
的 uj
地方 n
戏曲 n
。 x
来 v
这里 r
的 uj
大部分 m
是 v
青年人 n
， x
多数 m
是 v
男女 n
结伴 n
而 c
来 v
。 x
售票口 n
的 uj
小门 n
已经 d
关闭 v
了 ul
― x
― x
说明 v
票 n
已 d
售完 v
。 x
我 r
在 p
最后 f
一刻 m
终于 d
钓到 v
了 ul
一张 m
票 n
。 x
我 r
走进 v
剧场 n
， x
在 p
自己 r
的 uj
位子 n
上 f
坐下 v
来 v
， x
心情 n
不 d
像是 v
来 v
听 v
音乐 n
， x
而是 c
到 v
这个 r
地方 n
来 v
休息 v
一下 m
― x
― x
我 r
已经 d
在 p
街上 s
瞎转 v
了 ul
好 a
长 a
的 uj
时间 n
， x
脚片 n
了 ul
火辣辣 z
地 uv
疼 v
。 x
一 m
开始 v
就是 d
一个 m
大型 b
交响乐 n
曲 q
《 x
北方 f
的 uj
冬夜 t
》 x
。 x
这 r
是 v
本省 r
音乐学院 nt
一位 m
副教授 n
的 uj
作品 n
。 x
我 r
没想到 l
， x
我 r
一下子 m
就 d
痴迷 v
地 uv
进入 v
了 ul
音乐 n
所 c
创造 v
的 uj
境界 n
。 x
我 r
增长 v
住 v
眼睛 n
， x
陶醉 nr
在 p
音乐 n
之中 r
。 x
在 p
那 r
美妙 a
的 uj
乐典声 n
中 f
， x
我 r
似乎 d
置身于 l
故乡 n
冬天 t
的 uj
夜晚 t
。 x
我 r
看见 v
清冽 a
的 uj
月光 n
照耀 v
着 uz
荒凉 a
的 uj
山野 ns
； x
山路 n
像 v
一条 m
灰白 z
的 uj
带子 n
从 p
村子 n
里 f
伸出 v
来 v
， x
消失 n
在 p
远方 s
黑黝黝 z
的 uj
山弯 n
里 f
； x
古铜色 n
的 uj
山岗 ns
静悄悄 z
地 uv
屹立 v
着 uz
。 x
河道 n
里 f
， x
冰面 n
闪耀着 i
淡 a
的 uj
微光 n
； x
寒风 n
吹 v
过 ug
山坡 ns
和 c
原野 n
， x
割 v
去 v
穗子 n
的 uj
高粱 n
秆 ng
和 c
树枝 n
上 f
的 uj
柘 g
叶 n
发出 v
了 ul
飒飒 z
的 uj
响声 n
。 x
村子 n
沉睡 v
了 ul
， x
不时 c
传来 v
一声 m
公鸡 n
的 uj
啼鸣 v
和 c
狗 n
的 uj
吠叫 n
。 x
突然 ad
， x
耳边 s
隐隐约约 z
传来 v
说 v
书匠 n
的 uj
三弦 n
声 n
， x
刷板 n
的 uj
呱哒 o
声 n
… x
… x
声音 n
越来越近 nr
… x
… x
现在 t
已经 d
是 v
在 p
一个 m
弥漫着 l
旱烟 n
味 ng
的 uj
热气腾腾 z
的 uj
土窑洞 ns
里 f
了 ul
。 x
瞎眼 n
的 uj
说书 v
菝 x
正在 t
倾斜 v
着 uz
上半身 n
， x
醉心 n
地 uv
弹 v
着 uz
三弦 n
， x
说 v
着 uz
古朝 t
古代 t
的 uj
故事 n
。 x
农 zg
人们 n
有 v
的 uj
头 n
低 a
倾 n
， x
有 v
的 uj
大 n
张嘴 nr
盯 v
着 uz
说 v
书匠 n
的 uj
表情 n
变化 vn
， x
一个个 m
听 v
得 ud
如痴如迷 i
… x
… x
窑洞 n
外面 f
， x
风 n
轻轻 d
呜咽 v
着 uz
， x
地上 s
铺满 v
银色 n
的 uj
月光 n
… x
… x
河道 n
里 f
的 uj
那 r
座 q
小桥 nr
上 f
现在 t
似乎 d
走 v
过来 t
了 ul
三三两两 m
的 uj
人 n
， x
烟锅 n
的 uj
火光 n
一 m
明一 t
灰 n
… x
… x
这些 r
人 n
进 v
了 ul
村子 n
， x
向 p
那个 r
传出 v
说书 v
声音 n
的 uj
土窑洞 ns
匆匆 z
赶 v
去 v
… x
… x
… x
… x
当 t
乐曲 n
停止 v
以后 f
， x
我 r
还 d
完全 ad
沉浸 v
在 p
这 r
一片 m
梦幻 n
之中 r
。 x
以后 f
再 d
演奏 v
了 ul
些 q
什么 r
， x
我 r
根本 a
没有 v
听 v
。 x
我 r
在 p
演出 v
中间 f
就 d
离开 v
了 ul
剧场 n
， x
重新 a
来到 v
了 ul
街道 n
上 f
。 x
街上 s
几乎 d
没有 v
行人 n
了 ul
， x
只有 c
延点 n
的 uj
电车 n
哐当 o
地 uv
行驶 v
着 uz
， x
两条 m
长 a
辫子 n
在 p
空中 s
的 uj
电线 n
上 f
碰 v
击出 v
蔚蓝色 nr
的 uj
火花 n
。 x
晚风 n
迎面 d
吹 v
来 v
， x
给 p
人 n
一种 m
舒心 a
爽气 a
的 uj
凉意 n
。 x
我 r
觉得 v
脸上 s
湿 a
涔涔 z
的 uj
， x
用 p
手 s
摸了摸 l
， x
才 d
发现 v
我 r
不知 v
什么 r
时候 n
流泪 n
了 ul
。 x
我 r
用 p
手绢 n
揩 v
了 ul
揩 v
脸 n
， x
急匆匆 z
地向 n
机关 n
走 v
去 v
… x
… x
十六 m
（ x
郑小芳 x
） x
过去 t
的 uj
某种 r
事 n
不管怎样 l
在 p
人 n
的 uj
感情 n
上 f
留下 v
难以 d
磨灭 v
的 uj
磨灭 v
的 uj
痛苦 an
， x
但 c
一个 m
理知 v
健全 a
的 uj
人 n
总 b
能够 v
面对现实 n
的 uj
― x
― x
因为 c
人 n
不能 v
掉头 v
重返 v
过去 t
， x
而 c
总得 v
迈步 v
走向 v
前面 f
。 x
这 r
并 c
不是 c
说 v
， x
薛峰 x
和 c
我 r
断绝关系 l
给 p
我 r
带来 v
的 uj
痛苦 an
已经 d
消失 n
。 x
不 d
， x
这 r
伤口 n
已经 d
留在 v
心上 s
， x
很 d
难 a
痊愈 v
。 x
但 c
我 r
终归 d
不是 c
林黛玉 nr
， x
视 vg
爱情 n
为 p
生活 vn
的 uj
全部 n
。 x
如果 c
是 v
这样 r
， x
当初 t
我 r
也 d
不会 v
来到 v
这里 r
， x
会 v
留在 v
他 r
的 uj
身边 s
的 uj
。 x
在 p
爱情 n
以外 c
， x
生活 vn
中 f
还有 v
我们 r
更 d
值得 v
珍爱 a
的 uj
东西 ns
― x
― x
那 r
就是 d
劳动 vn
、 x
事业 n
和 c
理想 n
… x
… x
我 r
现在 t
的 uj
全部 n
心思 n
都 d
在 p
我 r
的 uj
工作 vn
上 f
。 x
上 f
万亩 m
的 uj
花棒 n
成活率 n
相当 d
不错 a
。 x
现在 t
这些 r
小东西 nr
已 d
长 a
到 v
二三寸 m
高 a
了 ul
； x
嫩嫩的 z
、 x
灰绿色 n
的 uj
茎 n
叶 n
， x
即使 c
在 p
长期 d
的 uj
干旱 a
中 f
也 d
显得 v
很 d
有 v
活力 n
― x
― x
这 r
是因为 c
它们 r
的 uj
根 q
扎 v
得 ud
极 d
深 a
― x
― x
甚至 d
比 p
地面 n
上 f
的 uj
茎 n
叶 n
都 d
要 v
长 a
得 ud
多 m
。 x
花棒 n
之所以 c
能 v
在 p
沙漠 n
里 f
生长 n
， x
就是 d
因为 c
它 r
能 v
把 p
根 q
扎 v
在 p
很深 a
的 uj
地下 s
， x
因此 c
不怕 c
干旱 a
。 x
这 r
小 n
生命 vn
对 p
人 n
难道 d
不 d
也 d
具有 v
一种 m
启发 v
意义 n
吗 y
？ x
旅 n
人们 n
如果 c
远 a
方向 n
这里 r
遥望 v
， x
现在 t
不会 v
看见 v
这里 r
有 v
什么 r
变化 vn
― x
― x
仍然 d
是 v
黄 nr
漠漠 ns
的 uj
一片 m
。 x
只有 c
亲临 v
此地 r
， x
你 r
才 d
发现 v
这里 r
已 d
不再 d
是 v
荒凉 a
， x
已经 d
有 v
了 ul
幼小 n
的 uj
生命 vn
。 x
也许 d
过 ug
不了 v
几年 m
， x
这 r
上 v
百个 m
黄 a
沙丘 nr
， x
就要 d
变成 v
了 ul
一片 m
绿色 n
的 uj
海洋 ns
， x
并且 c
有 v
繁密 a
的 uj
花朵 n
点缀 v
在 p
其间 r
。 x
不用说 l
， x
猖狂 a
的 uj
毛乌素 nr
大 a
沙漠 n
将 d
会 v
又 d
丧失 v
它 r
的 uj
一个 m
前沿阵地 nz
。 x
这 r
就是 d
我 r
的 uj
最大 a
的 uj
安慰 v
。 x
我 r
整天 m
在 p
这些 r
沙丘 nr
上 f
转来转去 i
， x
防止 v
牲畜 n
进去 v
侵害 v
， x
查看 v
是否 v
了 ul
蚜虫 n
― x
― x
我 r
已 d
准备 v
好 a
了 ul
乐果乳剂 x
以 p
对付 vn
这个 r
敌人 n
。 x
一个 m
人 n
在 p
这些 r
荒无人烟 i
的 uj
地方 n
转来转去 i
， x
确实 ad
很 zg
寂寞 a
。 x
我 r
唯一 b
的 uj
谈心 v
对象 n
就是 d
我 r
的 uj
花棒 n
。 x
真的 d
， x
我 r
在 p
心里 s
不知 v
对 p
它 r
就 d
过 ug
多少 m
温柔 a
的话 u
。 x
当然 d
， x
有时 r
也 d
和 c
沙漠 n
吵嘴 v
， x
对着 p
它 r
那 r
无边无际 l
的 uj
大本营 n
发出 v
诅咒 v
或者 c
挑战 vn
！ x
在 p
这 r
期间 f
， x
我 r
同时 c
准备 v
我 r
的 uj
下 v
一个 m
试验 vn
项目 n
― x
― x
栽 v
桑树 nr
。 x
我 r
已经 d
跑 v
了 ul
周围 f
许多 m
的 uj
村子 n
， x
搞 v
子 ng
一些 m
调查 vn
， x
总共 b
只 d
发现 v
了 ul
不到 v
十棵 m
桑钵 nr
。 x
但 c
这些 r
桑 nr
都 d
是 v
灌木 n
类 q
， x
像 v
拧 v
条 n
一样 r
， x
桑叶 nr
营养价值 l
不 d
大 a
， x
叶片 n
又 d
小 a
又 d
粗糙 a
， x
这里 r
的 uj
人 n
主要 b
用于 v
编织 n
， x
从不 d
养蚕 nr
， x
许多 m
老百姓 n
连蚕 nr
也 d
没见 v
过 ug
。 x
我 r
准备 v
今年 t
十一月份 nz
从 p
外地 n
运来 v
桑树 nr
苗 n
， x
先 d
在 p
这里 r
试种 n
一百亩 m
。 x
当然 d
， x
我 r
知道 v
乔木 nr
桑 nr
在 p
这里 r
不好 d
越冬 nr
， x
这里 r
最冷 a
的 uj
气温 n
有时 r
要 v
达到 v
零下 m
３ x
７ x
℃ x
。 x
春夏 t
少雨 n
， x
桑苗 nr
长不 d
起来 v
， x
而 c
秋天 t
雨 n
多 m
， x
长 a
得 ud
又 d
太 d
快 a
， x
这样 r
组织 v
不 d
充分 ad
， x
木质 n
化 n
不够 v
， x
比较 d
脆弱 a
， x
越冬 nr
时 ng
很 d
容易 a
冻坏 v
。 x
我 r
在 p
心里 s
祈告 v
我 r
的 uj
第一批 m
小 a
桑树 nr
苗 n
将 d
能 v
越过 d
今年冬天 t
。 x
天明 nz
年 m
， x
我 r
就 d
可以 c
用 p
南方 f
耐寒 a
的 uj
甜桑 n
来 v
嫁接 v
了 ul
。 x
我 r
知道 v
这件 mq
事 n
的 uj
意义 n
多么 r
重大 a
― x
― x
如果 c
我 r
的 uj
试验 vn
能 v
获得成功 l
， x
这 r
沙漠 n
里 f
将 d
破天荒 i
有 v
了 ul
养蚕 nr
事业 n
！ x
这些 r
日子 n
里 f
， x
我 r
在 p
农场 n
也 d
另外 c
搞 v
了 ul
点 m
小小的 z
革命 vn
。 x
我 r
和 c
吴有雄 x
一块 m
把 p
一间 m
闲置 n
的 uj
仓库 n
打扫 v
干净 a
， x
开辟 v
了 ul
一个 m
文化场所 n
， x
原一 b
的 uj
一些 m
报刊杂志 n
都 d
堆 v
在 p
曹生荣 x
的 uj
办公桌 n
下 f
， x
我们 r
把 p
这些 r
东西 ns
都 d
挪到 v
了 ul
这里 r
来 v
。 x
我 r
把 p
自己 r
的 uj
一些 m
书籍 n
也 d
拿到 v
了 ul
这里 r
。 x
另外 c
， x
我们 r
把 p
建场 n
时 n
上级 b
奖给 vn
这个 r
农场 n
的 uj
几面 m
锦旗 ns
， x
也 d
从 p
一个 m
仓库 n
的 uj
角落里 n
翻开 v
来 v
， x
洗 v
干净 a
， x
挂在 v
了 ul
这里 r
的 uj
墙上 s
。 x
这个 r
文化 n
室 n
俨然 v
像 v
一 m
回事 v
了 ul
。 x
连 nr
曹生荣 x
也 d
乐呵呵 z
地 uv
在 p
这里 r
转 v
了 ul
几回 m
。 x
在 p
我 r
的 uj
强烈抗议 i
下 f
， x
曹生荣 x
不得不 d
派 v
人 n
修起 v
了 ul
厕所 n
。 x
在 p
这 r
以前 f
， x
农场 n
的 uj
人 n
都 d
随地 d
大小便 nr
。 x
真气 n
人 n
， x
有些 r
粗 a
汉 j
甚至 d
大小便 nr
故意 d
不 d
避开 v
我 r
！ x
不用说 l
， x
在 p
平时 t
的 uj
生活 vn
中 f
， x
我 r
还是 c
知 v
吴有雄 x
交往 v
最 d
多 m
。 x
他 r
是 v
一个 m
极好 d
学 v
的 uj
人 n
， x
对 p
什么 r
知识 v
都 d
有 v
兴趣 n
。 x
最后 f
， x
他 r
竟然 d
把 p
不 v
适用 v
本地 r
耕作 vn
的 uj
小型 b
拖拉机 n
播种机 n
和 c
畜力 n
播种机 n
， x
重新组合 j
配制 v
成 v
了 ul
一种 m
新型 b
的 uj
播种机 n
， x
拖拉机 n
和 c
牲畜 n
都 d
可以 c
牵引 v
， x
拉 v
起来 v
轻便 a
， x
开沟 ns
效果 n
好 a
， x
播下 v
的 uj
种子 n
疏密 a
合理 vn
， x
容易 a
通风 n
透光 v
。 x
这个 r
小小的 z
改造 v
已经 d
引起 v
地区 n
农机局 n
和 c
农机 n
研究所 n
的 uj
极大 a
重视 v
， x
许多 m
地方 n
都 d
在 p
推广 v
使用 v
了 ul
。 x
他 r
不仅 c
喜欢 v
机械 n
知识 v
， x
对于 p
农业 n
、 x
牧业 n
和 c
林业 n
方面 n
的 uj
学问 n
也 d
很 d
爱 v
钻研 n
， x
常 d
来 v
请教 v
我 r
一些 m
有关 vn
专业 n
方面 n
的 uj
知识 v
。 x
至于 p
我 r
自己 r
， x
需要 v
吴有雄 x
帮助 v
的 uj
就 d
更 d
多 m
了 ul
。 x
我 r
不想 v
隐瞒 v
我 r
的 uj
感觉 n
― x
― x
我 r
已经 d
感觉 n
到 v
了 ul
： x
吴有雄 x
对 p
我 r
怀有 v
一种 m
比 p
友谊 nr
更深 d
的 uj
感情 n
。 x
这 r
不是 c
说 v
他 r
已经 d
向 p
我 r
表露 v
过 ug
什么 r
， x
而 c
仅仅 d
是 v
我 r
的 uj
感觉 n
， x
我 r
的 uj
感觉 n
不会错 i
。 x
至于 p
我 r
， x
尽管 c
我 r
喜欢 v
他 r
， x
但 c
我 r
还 d
并 c
没有 v
对 p
他 r
产生 n
比 p
友谊 nr
更 d
高 a
的 uj
感情 n
。 x
我 r
的 uj
心过 v
一直 d
让 v
薛峰 x
占满 v
了 ul
， x
没有 v
给 p
别的 r
男人 n
留下 v
位置 v
。 x
就是 d
现在 t
薛峰 x
已经 d
离开 v
了 ul
我 r
， x
但 c
我 r
仍然 d
不能 v
改变 v
多年 m
所 c
沉淀 v
下 f
的 uj
这种 r
感情 n
。 x
对 p
我 r
来说 u
， x
要 v
把 p
爱情 n
再 d
给 p
另外 c
一个 m
男人 n
是 v
多么 r
不 d
容易 a
啊 zg
！ x
但 c
我 r
谅解 v
吴有雄 x
。 x
我 r
看得出来 v
， x
他 r
对 p
我 r
的 uj
感情 n
不 d
含 v
任何 r
鄙劣 a
的 uj
成分 n
， x
而且 c
从来 d
没有 v
做出 v
什么 r
过分 n
事 n
， x
让 v
我 r
窘迫 a
和 c
为难 v
。 x
至于 p
我 r
自己 r
的 uj
事 n
以后 f
怎么办 l
， x
我 r
现在 t
根本 a
没有 v
考虑 v
― x
― x
让 v
今后 t
的 uj
岁月 t
慢慢 d
去 v
回答 v
这个 r
问题 n
吧 y
… x
… x
八月 t
下旬 t
的 uj
一天 m
， x
我 r
正在 t
家里 s
整理 n
一些 m
资料 n
， x
突然 ad
传来 v
了 ul
一个 m
坏消息 n
， x
说 v
吴有雄 x
到 v
外地 n
的 uj
一个 m
煤窑 n
去 v
拉 v
煤 n
， x
结果 n
碰上 v
两个 m
挖煤 v
工人 n
煤气中毒 n
倒 v
在 p
坑道 n
里 f
， x
情况 n
非常 d
危急 a
。 x
他 r
让 v
人 n
用 p
绳子 n
拴着 v
腰 n
， x
进去 v
抱出 v
了 ul
那 r
两个 m
工人 n
， x
而 c
自己 r
却 d
躺倒 v
在 p
了 ul
坑道 n
里 f
。 x
当 t
人们 n
把 p
他 r
拉 v
出来 v
时 n
， x
他 r
已经 d
昏迷不醒 l
， x
现在 t
已 d
被 p
送到 v
地区 n
医院 n
紧急 a
抢救 v
… x
… x
还有 v
另外 c
一种 m
说法 v
是 v
他 r
已经 d
死 v
了 ul
！ x
这 r
消息 n
就 d
像 v
谁 r
用 p
棍 ng
比 p
在 p
我 r
头上 s
猛击 v
了 ul
一下 m
。 x
我 r
的 uj
腿 n
抖 v
得 ud
连 u
站 v
也 d
站不住 v
。 x
我们 r
这里 r
不 d
通电话 l
， x
城里 s
的 uj
电话 n
是 v
打给 v
公社 n
的 uj
， x
公社 n
又 d
派 v
人 n
来 v
传话 n
给 p
我们 r
。 x
事关重大 l
， x
曹生荣 x
立即 d
出发 v
去 v
地区 n
医院 n
。 x
我 r
不由分说 l
， x
也 d
跟上 f
他 r
去 v
了 ul
。 x
我们 r
从 p
公社 n
坐 v
班车 n
来到 v
城里 s
， x
就 d
急匆匆 z
地 uv
奔赴 v
地区 n
医院 n
。 x
到 v
医院 n
后 f
， x
我们 r
才 d
知道 v
吴有雄 x
已经 d
脱险 n
― x
― x
现在 t
已经 d
转 v
到 v
住院部 nt
了 ul
。 x
我们 r
只 d
急忙 d
赶到 v
住院部 nt
。 x
按规定 l
， x
这里 r
只能 v
有 v
一个 m
人 n
进 v
病房 n
探视病人 n
曹生荣 x
是 v
领导 n
， x
当然 d
应该 v
由 p
他 r
进去 v
。 x
曹生荣 x
进 v
病房 n
后 f
， x
我 r
惴惴不安 i
地 uv
坐在 v
走廊 n
的 uj
一张 m
椅子 n
上 f
。 x
